sample,Histamine,Putrescine,Cadaverine,POV,TBARS,Tryptamine,Phenylethylamine,Chewiness,Cohesiveness,Tyramine,Adhesion,Hardness,TVBN,AN,Spermidine
LF11,5.169367309,54.6404431,64.07267415,0.08857861,0.307414954,0.840086764,2.529770662,988.6639432,0.499148709,251.7847128,3422.710608,3735.862875,22.04046775,0.290617705,4.568931471
LF12,5.994420927,61.27744936,65.3365328,0.069676398,0.29729375,0.80709894,2.942174775,924.9002245,0.496853757,211.9630644,2924.849343,3832.407802,15.73823688,0.258879773,4.980820251
LF13,5.522291324,56.74685436,67.98606762,0.08133513,0.308138216,0.431552502,3.052845384,963.9568575,0.474961448,258.6991445,1573.888272,4614.830033,18.87826024,0.268467561,5.192023343
LF14,5.137932633,55.34512314,59.73936858,0.103478371,0.302949967,0.303719983,2.91297156,1004.252252,0.499195044,258.6355578,1597.751707,4364.615941,20.60588289,0.311245341,5.091278794
LF15,6.518075031,52.10903653,61.80841149,0.092992596,0.313054691,0.709737836,2.604828776,995.1468696,0.496815099,213.2807961,1482.208204,3282.940745,22.82811816,0.29096473,5.197818307
LF16,5.064473096,56.26865911,71.129913,0.076966309,0.288964218,0.037980169,2.82222738,1020.83963,0.487953843,234.319909,1558.606937,4201.731476,19.14653013,0.378565357,4.982266057
LF17,6.454845603,50.45021972,82.44432514,0.087723389,0.258557392,0.432062687,2.563733193,947.4761933,0.503562469,247.3337716,1630.570419,3689.87972,19.14065649,0.323407647,5.215352937
LF18,5.596212643,56.40798197,71.69882531,0.072237541,0.313145936,1.071433025,2.702879668,1080.197508,0.492674938,271.2167347,1476.122092,4258.968994,19.93030835,0.336783398,4.390378431
LF19,6.645411089,57.90731431,71.33295957,0.04385107,0.23142119,0.931249382,5.119000801,919.6202632,0.444212465,258.3865677,2193.649012,4156.011914,50.53965524,0.388476464,4.425379999
LF20,6.715295078,85.78510027,86.66946959,0.082776298,0.175573922,0.968383898,5.626880796,994.1427673,0.463919151,223.7462177,1877.822309,4682.05878,51.55937082,0.355182083,4.331313891
LF21,6.260516834,74.14790204,101.7000291,0.042296809,0.214586678,0.806709705,5.182018007,965.8421012,0.45093305,269.1217927,2036.908987,3870.272103,47.66597204,0.24785056,4.715417652
LF22,6.480201103,68.81394483,84.43392059,0.077245881,0.20893244,0.773890004,5.074850038,899.1246284,0.455761115,254.4714739,1817.689999,4861.53149,54.86510099,0.353480535,4.733877621
LF23,5.220082095,72.38399311,84.33348206,0.066625722,0.190426792,1.064655907,3.995872422,1024.400619,0.44406014,272.6951044,2240.874256,3660.334039,36.0828986,0.291707631,4.917158808
LF24,7.310402424,78.13805383,90.9109053,0.069497523,0.195377016,0.969303415,2.900919777,1055.876485,0.452127718,245.5240631,1964.774861,4908.76343,55.31257156,0.323185782,4.52801371
LF25,8.258662982,61.72142494,89.43377604,0.068898536,0.217800073,1.047934434,3.822343088,991.9176988,0.459674866,214.5212304,2363.261703,4400.54997,57.61954192,0.382347675,4.425703111
LF26,8.173536434,74.41632454,86.49827132,0.053405951,0.232894248,0.818815127,4.151595107,937.3280203,0.457884831,285.9716946,1880.06771,4474.264396,54.02791199,0.282804846,4.29840235
LF27,7.978945716,57.56828357,75.60022889,0.072015342,0.200508355,1.118201237,4.933498668,1038.163509,0.445781605,259.2126719,2131.812142,4423.931835,65.95375942,0.320099781,4.200675708
LF28,7.073992648,53.50324931,57.36214471,0.051961842,0.165962627,1.544307771,1.431213561,2155.091156,0.403542576,325.4794982,3509.709673,7596.368722,58.32774238,0.317757936,3.577909917
LF29,8.192141468,97.49285934,49.24187963,0.060399633,0.156953805,2.057987604,1.587188889,2203.938477,0.39938191,295.5982832,2971.676255,7141.699139,64.97878619,0.318722117,3.181508297
LF30,7.529804733,83.17965587,55.50370159,0.072605419,0.18582876,1.800191792,1.654800967,2026.970446,0.437458964,269.1983528,2929.801127,6395.636368,65.69353156,0.297538887,3.395766043
LF31,8.099975022,82.03454885,53.4985091,0.057751306,0.173235936,1.777375493,1.808338195,1965.313447,0.47156126,317.6508386,3142.153807,7791.583747,65.13537592,0.313983527,3.295488765
LF32,8.326782743,76.37609292,57.49644496,0.04996034,0.214532783,1.909363454,1.595611768,2088.312396,0.474796692,301.1371992,2913.911178,6854.937861,56.56877771,0.273621809,2.976130628
LF33,11.19947687,61.50492622,64.8214838,0.064482875,0.190558954,1.920500461,1.629900193,1990.873226,0.409058689,280.2327779,3093.661065,6117.732462,51.0229434,0.253708375,3.346477805
LF34,7.178611885,91.31576909,56.66409959,0.058592701,0.146382639,1.826976709,1.545320196,2163.012696,0.470941572,310.2851969,3309.194838,6881.888122,54.32156564,0.260549077,3.531551749
LF35,5.721535354,51.97274521,64.29158944,0.068967756,0.205588591,1.989482053,1.413693681,2241.276757,0.452583328,283.0849549,3316.018907,7643.910801,61.78446631,0.359818692,3.553433037
LF36,8.278294995,72.14038206,66.08880241,0.049560097,0.190035384,2.285733855,1.664246705,2045.418605,0.46010754,275.0538906,3287.954168,6901.879221,53.16769244,0.338903217,3.403591954
